day,ad_views_p50,ad_views_p95,ad_views_mean,board_consolation_p50,board_consolation_p95,board_consolation_mean,board_reward_cat_can_pack_x3_p50,board_reward_cat_can_pack_x3_p95,board_reward_cat_can_pack_x3_mean,board_reward_cat_can_x1_p50,board_reward_cat_can_x1_p95,board_reward_cat_can_x1_mean,board_reward_cat_tree_x1_p50,board_reward_cat_tree_x1_p95,board_reward_cat_tree_x1_mean,board_reward_cat_wand_x1_p50,board_reward_cat_wand_x1_p95,board_reward_cat_wand_x1_mean,board_reward_cherry_tree_x1_p50,board_reward_cherry_tree_x1_p95,board_reward_cherry_tree_x1_mean,board_reward_fish_treat_x1_p50,board_reward_fish_treat_x1_p95,board_reward_fish_treat_x1_mean,board_reward_yarn_ball_x1_p50,board_reward_yarn_ball_x1_p95,board_reward_yarn_ball_x1_mean,cat_affection_gain_p50,cat_affection_gain_p95,cat_affection_gain_mean,cat_xp_gain_p50,cat_xp_gain_p95,cat_xp_gain_mean,checkin_missed_p50,checkin_missed_p95,checkin_missed_mean,diamonds_in_checkin_p50,diamonds_in_checkin_p95,diamonds_in_checkin_mean,end_board_tickets_p50,end_board_tickets_p95,end_board_tickets_mean,end_cat_count_p50,end_cat_count_p95,end_cat_count_mean,end_diamonds_p50,end_diamonds_p95,end_diamonds_mean,end_energy_pool_p50,end_energy_pool_p95,end_energy_pool_mean,end_gold_p50,end_gold_p95,end_gold_mean,end_love_petals_p50,end_love_petals_p95,end_love_petals_mean,end_spring_petals_p50,end_spring_petals_p95,end_spring_petals_mean,energy_from_steps_p50,energy_from_steps_p95,energy_from_steps_mean,energy_out_hatching_p50,energy_out_hatching_p95,energy_out_hatching_mean,exploration_postcard_p50,exploration_postcard_p95,exploration_postcard_mean,gold_in_achievement_p50,gold_in_achievement_p95,gold_in_achievement_mean,gold_in_b6_conversion_p50,gold_in_b6_conversion_p95,gold_in_b6_conversion_mean,gold_in_checkin_p50,gold_in_checkin_p95,gold_in_checkin_mean,gold_in_newbie_goal_p50,gold_in_newbie_goal_p95,gold_in_newbie_goal_mean,gold_out_ticket_purchase_p50,gold_out_ticket_purchase_p95,gold_out_ticket_purchase_mean,inventory_capacity_p50,inventory_capacity_p95,inventory_capacity_mean,spring_petals_in_event_p50,spring_petals_in_event_p95,spring_petals_in_event_mean,steps_raw_p50,steps_raw_p95,steps_raw_mean,tickets_in_gold_p50,tickets_in_gold_p95,tickets_in_gold_mean,tickets_in_interaction_p50,tickets_in_interaction_p95,tickets_in_interaction_mean,tickets_in_login_p50,tickets_in_login_p95,tickets_in_login_mean,tickets_in_steps_p50,tickets_in_steps_p95,tickets_in_steps_mean,tickets_out_board_p50,tickets_out_board_p95,tickets_out_board_mean,exploration_decoration_fragment_p50,exploration_decoration_fragment_p95,exploration_decoration_fragment_mean,exploration_food_fragment_p50,exploration_food_fragment_p95,exploration_food_fragment_mean,exploration_hidden_item_p50,exploration_hidden_item_p95,exploration_hidden_item_mean,diamonds_in_achievement_p50,diamonds_in_achievement_p95,diamonds_in_achievement_mean,energy_out_workshop_p50,energy_out_workshop_p95,energy_out_workshop_mean,energy_out_workshop_unbox_p50,energy_out_workshop_unbox_p95,energy_out_workshop_unbox_mean,love_petals_in_workshop_p50,love_petals_in_workshop_p95,love_petals_in_workshop_mean,workshop_box_cat_accessory_p50,workshop_box_cat_accessory_p95,workshop_box_cat_accessory_mean,workshop_box_flower_seed_p50,workshop_box_flower_seed_p95,workshop_box_flower_seed_mean,workshop_box_furniture_component_p50,workshop_box_furniture_component_p95,workshop_box_furniture_component_mean,gold_in_spring_conversion_p50,gold_in_spring_conversion_p95,gold_in_spring_conversion_mean,love_petals_in_checkin_chest_p50,love_petals_in_checkin_chest_p95,love_petals_in_checkin_chest_mean,love_petals_out_shop_p50,love_petals_out_shop_p95,love_petals_out_shop_mean,gold_out_capacity_expansion_p50,gold_out_capacity_expansion_p95,gold_out_capacity_expansion_mean,cats_out_adoption_p50,cats_out_adoption_p95,cats_out_adoption_mean,love_petals_in_adoption_p50,love_petals_in_adoption_p95,love_petals_in_adoption_mean
45,0.0,0.0,0,0.0,2.0,0.49,0.0,1.0,0.088,1.0,2.0,0.851,0.0,1.0,0.348,1.0,2.0,0.663,0.0,1.0,0.201,1.0,3.0,1.317,1.0,2.0,0.906,4.0,13.0,5.944,5000.0,6000.0,5224,0.0,1.0,0.094,0.0,0.0,0,0.0,1.0,0.131,24.0,27.0,24.288,580.0,650.0,580.47,250.0,1000.0,322,4050.0,4800.0,3678.25,10.0,18.0,9.433,50.0,50.0,50,4700.0,4700.0,4700,0.0,4250.0,284.75,1.0,1.0,0.625,,,,0.0,200.0,54.9,150.0,150.0,135.9,,,,100.0,100.0,99.5,24.0,28.0,24.44,,,,5000.0,5000.0,5000,2.0,2.0,1.99,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,10.0,10.0,9.728,0.0,1.0,0.094,0.0,1.0,0.229,0.0,1.0,0.052,0.0,0.0,0.1,3000.0,3000.0,2799,1500.0,1500.0,1399.5,0.0,3.0,0.927,0.0,1.0,0.306,0.0,1.0,0.309,0.0,1.0,0.318,,,,,,,0.0,20.0,1.08,0.0,0.0,80,,,,,,
46,0.0,0.0,0,0.0,1.0499999999999545,0.399,0.0,1.0,0.066,1.0,2.0,0.756,0.0,1.0,0.281,0.0,2.0,0.552,0.0,1.0,0.175,1.0,3.0,1.108,1.0,2.0,0.772,4.0,12.0,5.342,5000.0,6000.0,5224,0.0,1.0,0.091,30.0,30.0,27.27,1.0,1.0,0.866,24.0,28.0,24.369,610.0,680.0,607.99,450.0,1450.0,542.25,4000.0,4750.0,3616.2,9.0,18.0,9.27,50.0,50.0,50,4700.0,4700.0,4700,0.0,4250.0,344.25,1.0,1.0,0.595,,,,0.0,200.0,45.6,0.0,0.0,0,,,,100.0,100.0,97.65,24.0,28.0,24.448,,,,5000.0,5000.0,5000,2.0,2.0,1.953,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,8.0,10.0,8.218,0.0,1.0,0.092,0.0,1.0,0.262,0.0,1.0,0.051,0.0,0.0,0.25,3000.0,3000.0,2757,1500.0,1500.0,1378.5,0.0,3.0,0.837,0.0,1.0,0.322,0.0,1.0,0.279,0.0,1.0,0.318,,,,,,,0.0,0.9999999999990905,1,0.0,0.0,10,,,,,,
47,0.0,0.0,0,0.0,2.0,0.48,0.0,1.0,0.091,1.0,2.0,0.873,0.0,1.0,0.348,1.0,2.0,0.668,0.0,1.0,0.219,1.0,3.0,1.301,1.0,2.0,0.883,5.0,13.0,6.134,6000.0,6000.0,5670,0.0,1.0,0.108,0.0,0.0,0,0.0,1.0,0.134,24.0,28.0,24.407,610.0,680.0,607.99,650.0,650.0,615.25,4100.0,4850.0,3631.6,9.0,18.0,9.186,50.0,50.0,50,4700.0,4700.0,4700,0.0,0.0,161.5,1.0,1.0,0.594,,,,0.0,200.0,56.7,200.0,200.0,178.4,,,,100.0,100.0,99.7,24.0,28.0,24.544,,,,5000.0,5000.0,5000,2.0,2.0,1.994,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,10.0,10.0,9.726,0.0,1.0,0.094,0.0,1.0,0.27,0.0,0.0,0.042,,,,3000.0,6000.0,3108,1500.0,1500.0,1357.5,0.0,3.0,0.876,0.0,1.0,0.317,0.0,1.0,0.292,0.0,1.0,0.296,,,,,,,0.0,0.0,0.96,0.0,0.0,120,,,,,,
48,0.0,0.0,0,0.0,1.0,0.406,0.0,1.0,0.059,1.0,2.0,0.748,0.0,1.0,0.299,0.0,2.0,0.565,0.0,1.0,0.179,1.0,3.0,1.121,1.0,2.0,0.742,4.0,11.0,5.182,5000.0,6000.0,5446,0.0,1.0,0.095,40.0,40.0,36.2,1.0,1.0,0.862,24.0,28.0,24.452,650.0,720.0,644.29,850.0,850.0,798,4050.0,4800.0,3576.1,9.0,18.0,9.186,50.0,50.0,50,4700.0,4700.0,4700,0.0,0.0,191.25,1.0,1.0,0.598,,,,0.0,104.99999999999545,47.8,0.0,0.0,0,,,,100.0,100.0,98.3,24.0,28.0,24.548,,,,5000.0,5000.0,5000,2.0,2.0,1.966,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,8.0,10.0,8.238,0.0,1.0,0.096,0.0,1.0,0.241,0.0,1.0,0.065,0.0,0.0,0.1,3000.0,3000.0,2865,1500.0,1500.0,1461,0.0,3.0,1.08,0.0,1.0,0.323,0.0,1.0,0.36,0.0,1.0,0.291,,,,,,,0.0,20.0,1.08,0.0,0.0,5,,,,,,
49,0.0,0.0,0,0.0,2.0,0.484,0.0,1.0,0.103,1.0,2.0,0.837,0.0,1.0,0.345,1.0,2.0,0.677,0.0,1.0,0.217,1.0,3.0,1.312,1.0,2.0,0.883,9.0,18.0,10.551,5000.0,6000.0,5272,0.0,1.0,0.101,0.0,0.0,0,0.0,1.0,0.138,24.0,28.0,24.495,650.0,720.0,644.39,1050.0,1050.0,969.75,4150.0,4850.0,3377.35,9.0,18.0,9.119,50.0,50.0,50,4700.0,4700.0,4700,0.0,0.0,182.75,1.0,1.0,0.609,,,,0.0,200.0,56.2,350.0,350.0,314.65,,,,100.0,100.0,99.6,24.0,28.0,24.924,,,,5000.0,5000.0,5000,2.0,2.0,1.992,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,10.0,10.0,9.716,0.0,1.0,0.116,0.0,1.0,0.231,0.0,0.0,0.044,0.0,0.0,0.1,3000.0,3000.0,2871,1500.0,1500.0,1474.5,0.0,3.0,0.993,0.0,1.0,0.306,0.0,1.0,0.331,0.0,1.0,0.346,,,,50.0,50.0,44.95,50.0,50.0,46.01,0.0,5000.0,470,,,,,,
50,0.0,0.0,0,0.0,2.0,0.394,0.0,1.0,0.078,1.0,2.0,0.746,0.0,1.0,0.337,0.0,2.0,0.575,0.0,1.0,0.191,1.0,3.0,1.08,1.0,2.0,0.734,4.0,12.0,5.287,5000.0,6000.0,5224,0.0,1.0,0.098,0.0,0.0,0,1.0,1.0,0.861,24.0,28.0,24.616,650.0,720.0,644.54,1250.0,1250.0,1057.5,4150.0,4900.0,3300.7,7.0,18.0,8.98,50.0,50.0,50,4700.0,4700.0,4700,0.0,4250.0,514.25,1.0,1.0,0.62,,,,0.0,200.0,52.8,100.0,100.0,90.2,,,,100.0,100.0,99.65,24.0,28.0,25.02,,,,5000.0,5000.0,5000,2.0,2.0,1.993,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,8.0,10.0,8.27,0.0,1.0,0.095,0.0,1.0,0.24,0.0,0.0,0.045,0.0,0.0,0.15,3000.0,3000.0,2637,1500.0,1500.0,1461,0.0,3.0,0.861,0.0,1.0,0.351,0.0,1.0,0.287,0.0,1.0,0.336,,,,,,,0.0,0.9999999999990905,1,0.0,0.0,120,,,,,,
51,0.0,0.0,0,0.0,2.0,0.461,0.0,1.0,0.096,1.0,2.0,0.843,0.0,1.0,0.323,1.0,2.0,0.68,0.0,1.0,0.219,1.0,3.0,1.324,1.0,2.0,0.87,5.0,13.0,5.946,5000.0,6000.0,5224,0.0,1.0,0.106,20.0,20.0,17.88,0.0,1.0,0.162,24.0,28.0,24.759,670.0,740.0,662.72,1450.0,1450.0,1257.25,4050.0,4850.0,3203.25,8.0,18.0,9.122,50.0,50.0,50,4700.0,4700.0,4700,0.0,4250.0,607.75,1.0,1.0,0.62,,,,0.0,200.0,54.2,0.0,0.0,0,,,,100.0,100.0,96.65,24.0,28.0,25.064,,,,5000.0,5000.0,5000,2.0,2.0,1.933,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,10.0,10.0,9.632,0.0,1.0,0.085,0.0,1.0,0.239,0.0,1.0,0.056,0.0,0.0,0.3,3000.0,3000.0,2571,1500.0,1500.0,1321.5,0.0,3.0,0.822,0.0,1.0,0.317,0.0,1.0,0.274,0.0,1.0,0.29,,,,,,,0.0,0.0,0.68,0.0,0.0,55,,,,,,
52,0.0,0.0,0,0.0,2.0,0.396,0.0,1.0,0.084,1.0,2.0,0.766,0.0,1.0,0.299,0.0,2.0,0.57,0.0,1.0,0.17,1.0,3.0,1.116,1.0,2.0,0.754,4.0,12.0,5.232,6000.0,6000.0,5670,0.0,1.0,0.121,0.0,0.0,0,1.0,1.0,0.836,24.0,28.0,24.889,670.0,740.0,663.22,150.0,1150.0,372.25,4050.0,4850.0,3107.8,10.0,18.0,9.189,50.0,50.0,50,4700.0,4700.0,4700,0.0,4250.0,552.5,1.0,1.0,0.598,,,,0.0,200.0,46.9,150.0,150.0,131.85,,,,100.0,100.0,99.2,24.0,28.0,25.204,,,,5000.0,5000.0,5000,2.0,2.0,1.984,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,8.0,10.0,8.31,0.0,1.0,0.104,0.0,1.0,0.25,0.0,0.0,0.048,0.0,0.0,0.5,6000.0,6000.0,4812,0.0,1500.0,220.5,0.0,0.0,0.147,0.0,0.0,0.049,0.0,0.0,0.049,0.0,0.0,0.049,,,,,,,0.0,0.0,0.08,0.0,0.0,175,,,,,,
53,0.0,0.0,0,0.0,2.0,0.462,0.0,1.0,0.08,1.0,2.0,0.854,0.0,1.0,0.352,0.0,2.0,0.619,0.0,1.0,0.22,1.0,3.0,1.323,1.0,2.0,0.874,4.0,12.0,5.735,5000.0,6000.0,5446,0.0,1.0,0.096,30.0,30.0,27.12,0.0,1.0,0.178,24.0,28.0,25.053,690.0,770.0,690.54,350.0,1350.0,613.25,4050.0,4800.0,3049.5,10.0,18.0,9.327,50.0,50.0,50,4700.0,4700.0,4700,0.0,4250.0,697,1.0,1.0,0.608,,,,0.0,200.0,57.2,0.0,0.0,0,,,,100.0,100.0,95.5,24.0,28.0,25.22,,,,5000.0,5000.0,5000,2.0,2.0,1.91,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,10.0,10.0,9.568,0.0,1.0,0.11,0.0,1.0,0.233,0.0,0.0,0.049,0.0,0.0,0.2,3000.0,3000.0,2508,1500.0,1500.0,1254,0.0,3.0,0.858,0.0,1.0,0.268,0.0,1.0,0.286,0.0,1.0,0.282,,,,,,,0.0,0.0,0.72,0.0,0.0,20,,,,,,
54,0.0,0.0,0,0.0,2.0,0.43,0.0,1.0,0.062,1.0,2.0,0.833,0.0,1.0,0.297,0.0,2.0,0.532,0.0,1.0,0.166,1.0,3.0,1.081,1.0,2.0,0.77,4.0,11.0,5.209,5000.0,6000.0,5272,0.0,1.0,0.085,0.0,0.0,0,1.0,1.0,0.823,24.0,28.0,25.127,690.0,770.0,690.64,550.0,562.4999999999886,449.25,4050.0,4850.0,3034.45,10.0,19.0,9.564,50.0,50.0,50,4700.0,4700.0,4700,0.0,4250.0,314.5,1.0,1.0,0.585,,,,0.0,200.0,46.3,200.0,200.0,183,,,,100.0,100.0,99.35,24.0,28.0,25.336,,,,5000.0,5000.0,5000,2.0,2.0,1.987,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,8.0,10.0,8.342,0.0,1.0,0.105,0.0,1.0,0.26,0.0,0.049999999999954525,0.05,0.0,0.0,0.1,3000.0,6000.0,3471,1500.0,1500.0,1078.5,0.0,3.0,0.777,0.0,1.0,0.221,0.0,1.0,0.259,0.0,1.0,0.239,,,,,,,0.0,0.0,0.54,0.0,0.0,145,,,,,,
55,0.0,0.0,0,0.0,2.0,0.478,0.0,1.0,0.084,1.0,2.0,0.86,0.0,1.0,0.359,0.0,2.0,0.632,0.0,1.0,0.189,1.0,3.0,1.314,1.0,2.0,0.881,5.0,12.0,5.903,5000.0,6000.0,5139,0.0,1.0,0.105,40.0,40.0,35.8,0.0,1.0,0.185,24.0,28.0,25.206,730.0,810.0,726.59,750.0,750.0,600,4000.0,4800.0,2971.45,10.0,19.0,9.714,50.0,50.0,50,4700.0,4700.0,4700,0.0,4250.0,335.75,1.0,1.0,0.592,,,,0.0,200.0,54.8,0.0,0.0,0,,,,100.0,100.0,97.8,24.0,28.0,25.352,,,,5000.0,5000.0,5000,2.0,2.0,1.956,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,10.0,10.0,9.594,0.0,1.0,0.104,0.0,1.0,0.25,0.0,1.0,0.054,0.0,0.0,0.15,3000.0,3000.0,2763,1500.0,1500.0,1450.5,0.0,3.0,0.99,0.0,1.0,0.328,0.0,1.0,0.33,0.0,1.0,0.309,,,,,,,0.0,0.0,0.84,0.0,0.0,20,,,,,,
56,0.0,0.0,0,0.0,2.0,0.409,0.0,1.0,0.075,1.0,2.0,0.746,0.0,1.0,0.296,0.0,2.0,0.591,0.0,1.0,0.18,1.0,3.0,1.109,1.0,2.0,0.776,9.0,16.0,9.752,5000.0,6000.0,5134,0.0,1.0,0.111,0.0,0.0,0,1.0,1.0,0.815,24.0,28.0,25.278,730.0,810.0,726.74,950.0,950.0,812,3850.0,4900.0,2680.5,10.0,19.0,9.972,50.0,50.0,50,4700.0,4700.0,4700,0.0,4250.0,306,1.0,1.0,0.584,,,,0.0,200.0,47.6,350.0,350.0,311.15,,,,100.0,100.0,99.7,24.0,28.0,25.792,,,,5000.0,5000.0,5000,2.0,2.0,1.994,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,8.0,10.0,8.364,0.0,1.0,0.107,0.0,1.0,0.252,0.0,1.0,0.057,0.0,0.0,0.15,3000.0,3000.0,2784,1500.0,1500.0,1398,0.0,3.0,0.858,0.0,1.0,0.319,0.0,1.0,0.286,0.0,1.0,0.327,,,,50.0,50.0,44.45,50.0,50.0,45.05,0.0,5000.0,550,,,,,,
57,0.0,0.0,0,0.0,2.0,0.492,0.0,1.0,0.095,1.0,2.0,0.865,0.0,1.0,0.374,1.0,2.0,0.638,0.0,1.0,0.195,1.0,3.0,1.311,1.0,2.0,0.842,5.0,13.0,5.956,5000.0,6000.0,5322,0.0,1.0,0.093,0.0,0.0,0,0.0,1.0,0.187,24.0,28.0,25.425,730.0,810.0,727.04,1150.0,1400.0,999.25,3600.0,4900.0,2558.3,10.0,19.0,10.249,50.0,50.0,50,4700.0,4700.0,4700,0.0,4250.0,624.75,1.0,1.0,0.592,,,,0.0,200.0,56.9,100.0,100.0,90.7,,,,100.0,100.0,99.8,24.0,28.0,25.928,,,,5000.0,5000.0,5000,2.0,2.0,1.996,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,10.0,10.0,9.624,0.0,1.0,0.108,0.0,1.0,0.255,0.0,0.0,0.045,0.0,0.0,0.3,3000.0,3000.0,2559,1500.0,1500.0,1329,0.0,3.0,0.957,0.0,1.0,0.291,0.0,1.0,0.319,0.0,1.0,0.276,,,,,,,0.0,0.0,0.68,0.0,0.0,170,,,,,,
58,0.0,0.0,0,0.0,2.0,0.449,0.0,1.0,0.079,1.0,2.0,0.689,0.0,1.0,0.309,0.0,2.0,0.532,0.0,1.0,0.215,1.0,3.0,1.144,1.0,2.0,0.732,4.0,12.0,5.288,5000.0,6000.0,5326,0.0,1.0,0.12,20.0,20.0,17.6,1.0,1.0,0.795,24.0,28.0,25.602,750.0,820.0,745.04,1350.0,1350.0,1027.5,3375.0,4800.0,2480.4,10.0,19.0,10.433,50.0,50.0,50,4700.0,4700.0,4700,0.0,4250.0,752.25,1.0,1.0,0.587,,,,0.0,200.0,52.4,0.0,0.0,0,,,,100.0,100.0,95.3,24.0,28.0,25.956,,,,5000.0,5000.0,5000,2.0,2.0,1.906,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,8.0,10.0,8.298,0.0,1.0,0.096,0.0,1.0,0.259,0.0,1.0,0.058,0.0,0.0,0.4,3000.0,3000.0,2469,1500.0,1500.0,1450.5,0.0,3.0,0.924,0.0,1.0,0.329,0.0,1.0,0.308,0.0,1.0,0.33,,,,,,,0.0,0.0,0.74,0.0,0.0,35,,,,,,
59,0.0,0.0,0,0.0,2.0,0.5,0.0,1.0,0.083,1.0,2.0,0.842,0.0,1.0,0.344,0.0,2.0,0.632,0.0,1.0,0.206,1.0,3.0,1.322,1.0,2.0,0.855,4.0,12.0,5.738,5000.0,6000.0,5350,0.0,1.0,0.107,0.0,0.0,0,0.0,1.0,0.206,24.0,28.0,25.757,750.0,820.4999999999995,745.24,50.0,1050.0,489.25,1525.0,4850.0,2405.4,10.0,19.0,10.509,50.0,50.0,50,4700.0,4700.0,4700,0.0,4250.0,658.75,1.0,1.0,0.6,,,,0.0,200.0,55,150.0,150.0,133.95,,,,100.0,100.0,98.95,28.0,28.0,26.088,,,,5000.0,5000.0,5000,2.0,2.0,1.979,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,10.0,10.0,9.568,0.0,1.0,0.097,0.0,1.0,0.255,0.0,0.0,0.048,0.0,0.0,0.2,6000.0,6000.0,4068,0.0,1500.0,511.5,0.0,3.0,0.336,0.0,1.0,0.111,0.0,1.0,0.112,0.0,1.0,0.118,,,,,,,0.0,0.0,0.26,0.0,0.0,165,,,,,,
60,0.0,0.0,0,0.0,2.0,0.435,0.0,1.0,0.077,1.0,2.0,0.756,0.0,1.0,0.302,0.0,2.0,0.581,0.0,1.0,0.171,1.0,3.0,1.09,1.0,2.0,0.757,4.0,12.0,5.297,5000.0,6000.0,5238,0.0,1.0,0.098,30.0,30.0,27.06,1.0,1.0,0.771,25.0,28.0,25.941,770.0,850.0,772.6,500.0,1250.0,735.25,1300.0,4800.0,2337.55,10.0,19.0,10.65,50.0,50.0,50,4700.0,4700.0,4700,0.0,4250.0,782,1.0,1.0,0.608,,,,0.0,200.0,47.3,0.0,0.0,0,,,,100.0,100.0,95.15,28.0,28.0,26.104,,,,5000.0,5000.0,5000,2.0,2.0,1.903,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,8.0,10.0,8.338,0.0,1.0,0.096,0.0,1.0,0.251,0.0,0.0,0.045,0.0,0.0,0.3,3000.0,3000.0,2448,1500.0,1500.0,1224,0.0,3.0,0.801,0.0,1.0,0.28,0.0,1.0,0.267,0.0,1.0,0.269,,,,,,,0.0,0.0,0.66,0.0,0.0,20,,,,,,
61,0.0,0.0,0,0.0,2.0,0.458,0.0,1.0,0.076,1.0,2.0,0.873,0.0,1.0,0.358,0.0,2.0,0.614,0.0,1.0,0.236,1.0,3.0,1.258,1.0,2.0,0.887,4.0,12.0,5.781,5000.0,6000.0,5203,0.0,1.0,0.109,0.0,0.0,0,0.0,1.0,0.231,26.0,28.0,26.019,770.0,850.0,772.6,950.0,1450.0,954.75,1125.0,4900.0,2251.15,10.0,19.0,10.793,75.0,75.0,75,4700.0,4700.0,4700,0.0,4250.0,331.5,1.0,1.0,0.595,,,,0.0,200.0,59.4,200.0,200.0,178.2,,,,100.0,100.0,99,28.0,28.0,26.284,25.0,25.0,25,5000.0,5000.0,5000,2.0,2.0,1.98,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,10.0,10.0,9.52,0.0,1.0,0.093,0.0,1.0,0.255,0.0,1.0,0.057,,,,3000.0,3000.0,2766,1500.0,1500.0,1383,0.0,3.0,0.903,0.0,1.0,0.3,0.0,1.0,0.301,0.0,1.0,0.321,,,,,,,0.0,0.0,0.76,0.0,0.0,225,,,,,,
62,0.0,0.0,0,0.0,2.0,0.422,0.0,1.0,0.084,1.0,2.0,0.747,0.0,1.0,0.314,0.0,2.0,0.584,0.0,1.0,0.178,1.0,3.0,1.15,1.0,2.0,0.723,4.0,12.0,5.375,5000.0,6000.0,5292,0.0,1.0,0.084,40.0,40.0,36.64,1.0,1.0,0.757,27.0,28.0,26.108,810.0,890.0,809.34,650.0,900.0,443.5,1075.0,4800.0,2188.85,10.0,19.0,10.783,100.0,100.0,100,4700.0,4700.0,4700,0.0,4250.0,378.25,1.0,1.0,0.598,,,,0.0,200.0,49.2,0.0,0.0,0,,,,100.0,100.0,96.5,28.0,28.0,26.296,25.0,25.0,25,5000.0,5000.0,5000,2.0,2.0,1.93,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,8.0,10.0,8.404,0.0,1.0,0.095,0.0,1.0,0.26,0.0,0.0,0.047,0.0,0.0,0.1,3000.0,6000.0,4179,0.0,1500.0,654,0.0,3.0,0.45,0.0,1.0,0.128,0.0,1.0,0.15,0.0,1.0,0.158,,,,,,,0.0,0.0,0.46,0.0,0.0,15,,,,,,
63,0.0,0.0,0,0.0,2.0,0.463,0.0,1.0,0.064,1.0,2.0,0.875,0.0,2.0,0.374,0.0,2.0,0.642,0.0,1.0,0.211,1.0,3.0,1.233,1.0,2.0,0.892,9.0,17.0,10.228,5000.0,6000.0,5280,0.0,1.0,0.086,0.0,0.0,0,0.0,1.0,0.242,28.0,28.0,26.193,810.0,890.0,809.44,350.0,850.0,609.25,1150.0,5100.0,2072.6,11.0,19.0,10.815,0.0,0.0,0,4700.0,4700.0,4700,0.0,4250.0,361.25,1.0,1.0,0.633,,,,0.0,200.0,58.5,350.0,350.0,319.9,,,,100.0,100.0,99.65,28.0,28.0,26.812,25.0,25.0,25,5000.0,5000.0,5000,2.0,2.0,1.993,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,10.0,10.0,9.508,0.0,1.0,0.092,0.0,1.0,0.241,0.0,0.0,0.034,0.0,0.0,0.1,3000.0,3000.0,2745,1500.0,1500.0,1428,0.0,3.0,0.972,0.0,1.0,0.312,0.0,1.0,0.324,0.0,1.0,0.316,250.0,250.0,250,50.0,50.0,45.7,50.0,50.0,46.64,0.0,5000.0,645,,,,,,
64,0.0,0.0,0,0.0,2.0,0.43,0.0,1.0,0.078,1.0,2.0,0.726,0.0,1.0,0.331,0.0,2.0,0.59,0.0,1.0,0.191,1.0,3.0,1.126,1.0,2.0,0.77,4.0,12.0,5.434,5000.0,6000.0,5224,0.0,1.0,0.114,0.0,0.0,0,1.0,1.0,0.758,28.0,28.0,26.374,810.0,890.0,809.69,550.0,1300.0,782.5,950.0,4750.0,1488.4,10.0,19.0,10.673,25.0,25.0,25,4700.0,4700.0,4700,0.0,4250.0,769.25,1.0,1.0,0.586,,,,0.0,200.0,52.2,100.0,100.0,88.6,,,,100.0,100.0,100,28.0,28.0,27.312,25.0,25.0,25,5000.0,5000.0,5000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,8.0,10.0,8.484,0.0,1.0,0.104,0.0,1.0,0.254,0.0,1.0,0.056,0.0,0.0,0.25,3000.0,3000.0,2457,1500.0,1500.0,1300.5,0.0,3.0,0.858,0.0,1.0,0.322,0.0,1.0,0.286,0.0,1.0,0.259,,,,,,,0.0,0.9999999999990905,1,0.0,5000.0,625,,,,,,
65,0.0,0.0,0,0.0,2.0,0.477,0.0,1.0,0.079,1.0,2.0,0.832,0.0,1.0,0.338,0.0,2.0,0.599,0.0,1.0,0.19,1.0,3.0,1.352,1.0,2.0,0.854,5.0,12.0,5.883,5000.0,6000.0,5446,0.0,1.0,0.097,20.0,20.0,18.06,0.0,1.0,0.258,28.0,28.0,26.676,830.0,910.0,828.25,750.0,1250.0,677,900.0,4700.0,1434.1,10.0,19.0,10.547,50.0,50.0,50,4700.0,4700.0,4700,0.0,4250.0,1283.5,1.0,1.0,0.609,,,,0.0,200.0,52.8,0.0,0.0,0,,,,100.0,100.0,97.1,28.0,28.0,27.32,25.0,25.0,25,5000.0,5000.0,5000,2.0,2.0,1.942,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,10.0,10.0,9.442,0.0,1.0,0.091,0.0,1.0,0.253,0.0,0.0,0.047,0.0,0.0,0.5,3000.0,3000.0,2094,1500.0,1500.0,1428,0.0,3.0,0.954,0.0,1.0,0.304,0.0,1.0,0.318,0.0,1.0,0.33,,,,,,,0.0,20.0,1.08,0.0,0.0,10,,,,,,
66,0.0,0.0,0,0.0,2.0,0.414,0.0,1.0,0.067,1.0,2.0,0.761,0.0,1.0,0.294,0.0,2.0,0.556,0.0,1.0,0.192,1.0,3.0,1.166,1.0,2.0,0.804,4.0,11.049999999999955,5.33,5000.0,6000.0,5447,0.0,1.0,0.108,0.0,0.0,0,1.0,1.0,0.74,28.0,28.0,26.934,830.0,910.0,828.5,950.0,1450.0,938.75,1000.0,4750.0,1482,10.0,19.0,10.424,75.0,75.0,75,4700.0,4700.0,4700,0.0,4250.0,1100.75,1.0,1.0,0.607,,,,0.0,200.0,48.6,150.0,150.0,133.8,,,,100.0,100.0,99.5,28.0,28.0,27.348,25.0,25.0,25,5000.0,5000.0,5000,2.0,2.0,1.99,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,8.0,10.0,8.508,0.0,1.0,0.09,0.0,1.0,0.247,0.0,1.0,0.056,0.0,0.0,0.25,3000.0,3000.0,2223,1500.0,1500.0,1114.5,0.0,3.0,0.69,0.0,1.0,0.27,0.0,1.0,0.23,0.0,1.0,0.243,,,,,,,0.0,0.0,0.82,0.0,0.0,35,0.0,0.0,0.001,0.0,0.0,0.007
67,0.0,0.0,0,0.0,2.0,0.535,0.0,1.0,0.095,1.0,2.0,0.83,0.0,1.0,0.306,0.0,2.0,0.61,0.0,1.0,0.192,1.0,3.0,1.293,1.0,2.0,0.853,4.0,12.0,5.861,5000.0,6000.0,5226.5,0.0,1.0,0.091,30.0,30.0,27.27,0.0,1.0,0.265,28.0,28.0,27.195,860.0,940.0,856.22,1150.0,1150.0,949.75,900.0,4700.0,1429.15,10.0,19.0,10.344,100.0,100.0,100,4700.0,4700.0,4700,0.0,4250.0,1122,1.0,1.0,0.594,,,,0.0,200.0,49.8,0.0,0.0,0,,,,100.0,100.0,97.65,28.0,28.0,27.352,25.0,25.0,25,5000.0,5000.0,5000,2.0,2.0,1.953,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,10.0,10.0,9.428,0.0,1.0,0.092,0.0,1.0,0.252,0.0,1.0,0.062,0.0,0.0,0.45,3000.0,6000.0,2697,1500.0,1500.0,870,0.0,3.0,0.531,0.0,1.0,0.199,0.0,1.0,0.177,0.0,1.0,0.204,,,,,,,0.0,0.0,0.64,0.0,0.0,5,0.0,0.0,0.003,0.0,0.0,0.029
