day,ad_views_p50,ad_views_p95,ad_views_mean,board_consolation_p50,board_consolation_p95,board_consolation_mean,board_reward_cat_can_pack_x3_p50,board_reward_cat_can_pack_x3_p95,board_reward_cat_can_pack_x3_mean,board_reward_cat_can_x1_p50,board_reward_cat_can_x1_p95,board_reward_cat_can_x1_mean,board_reward_cat_tree_x1_p50,board_reward_cat_tree_x1_p95,board_reward_cat_tree_x1_mean,board_reward_cat_wand_x1_p50,board_reward_cat_wand_x1_p95,board_reward_cat_wand_x1_mean,board_reward_cherry_tree_x1_p50,board_reward_cherry_tree_x1_p95,board_reward_cherry_tree_x1_mean,board_reward_fish_treat_x1_p50,board_reward_fish_treat_x1_p95,board_reward_fish_treat_x1_mean,board_reward_yarn_ball_x1_p50,board_reward_yarn_ball_x1_p95,board_reward_yarn_ball_x1_mean,cat_affection_gain_p50,cat_affection_gain_p95,cat_affection_gain_mean,cat_xp_gain_p50,cat_xp_gain_p95,cat_xp_gain_mean,checkin_missed_p50,checkin_missed_p95,checkin_missed_mean,diamonds_in_checkin_p50,diamonds_in_checkin_p95,diamonds_in_checkin_mean,end_board_tickets_p50,end_board_tickets_p95,end_board_tickets_mean,end_cat_count_p50,end_cat_count_p95,end_cat_count_mean,end_diamonds_p50,end_diamonds_p95,end_diamonds_mean,end_energy_pool_p50,end_energy_pool_p95,end_energy_pool_mean,end_gold_p50,end_gold_p95,end_gold_mean,end_love_petals_p50,end_love_petals_p95,end_love_petals_mean,end_spring_petals_p50,end_spring_petals_p95,end_spring_petals_mean,energy_from_steps_p50,energy_from_steps_p95,energy_from_steps_mean,energy_out_hatching_p50,energy_out_hatching_p95,energy_out_hatching_mean,exploration_postcard_p50,exploration_postcard_p95,exploration_postcard_mean,gold_in_achievement_p50,gold_in_achievement_p95,gold_in_achievement_mean,gold_in_b6_conversion_p50,gold_in_b6_conversion_p95,gold_in_b6_conversion_mean,gold_in_checkin_p50,gold_in_checkin_p95,gold_in_checkin_mean,gold_in_newbie_goal_p50,gold_in_newbie_goal_p95,gold_in_newbie_goal_mean,gold_out_ticket_purchase_p50,gold_out_ticket_purchase_p95,gold_out_ticket_purchase_mean,inventory_capacity_p50,inventory_capacity_p95,inventory_capacity_mean,spring_petals_in_event_p50,spring_petals_in_event_p95,spring_petals_in_event_mean,steps_raw_p50,steps_raw_p95,steps_raw_mean,tickets_in_gold_p50,tickets_in_gold_p95,tickets_in_gold_mean,tickets_in_interaction_p50,tickets_in_interaction_p95,tickets_in_interaction_mean,tickets_in_login_p50,tickets_in_login_p95,tickets_in_login_mean,tickets_in_steps_p50,tickets_in_steps_p95,tickets_in_steps_mean,tickets_out_board_p50,tickets_out_board_p95,tickets_out_board_mean,exploration_decoration_fragment_p50,exploration_decoration_fragment_p95,exploration_decoration_fragment_mean,exploration_food_fragment_p50,exploration_food_fragment_p95,exploration_food_fragment_mean,exploration_hidden_item_p50,exploration_hidden_item_p95,exploration_hidden_item_mean,diamonds_in_achievement_p50,diamonds_in_achievement_p95,diamonds_in_achievement_mean,energy_out_workshop_p50,energy_out_workshop_p95,energy_out_workshop_mean,energy_out_workshop_unbox_p50,energy_out_workshop_unbox_p95,energy_out_workshop_unbox_mean,love_petals_in_workshop_p50,love_petals_in_workshop_p95,love_petals_in_workshop_mean,workshop_box_cat_accessory_p50,workshop_box_cat_accessory_p95,workshop_box_cat_accessory_mean,workshop_box_flower_seed_p50,workshop_box_flower_seed_p95,workshop_box_flower_seed_mean,workshop_box_furniture_component_p50,workshop_box_furniture_component_p95,workshop_box_furniture_component_mean,gold_in_spring_conversion_p50,gold_in_spring_conversion_p95,gold_in_spring_conversion_mean,love_petals_in_checkin_chest_p50,love_petals_in_checkin_chest_p95,love_petals_in_checkin_chest_mean,love_petals_out_shop_p50,love_petals_out_shop_p95,love_petals_out_shop_mean,gold_out_capacity_expansion_p50,gold_out_capacity_expansion_p95,gold_out_capacity_expansion_mean,cats_out_adoption_p50,cats_out_adoption_p95,cats_out_adoption_mean,love_petals_in_adoption_p50,love_petals_in_adoption_p95,love_petals_in_adoption_mean
68,0.0,0.0,0,0.0,1.0,0.414,0.0,1.0,0.078,1.0,2.0,0.752,0.0,1.0,0.327,0.0,2.0,0.572,0.0,1.0,0.203,1.0,3.0,1.144,1.0,2.0,0.771,4.0,12.0,5.441,5000.0,6000.0,5496,0.0,1.0,0.096,0.0,0.0,0,1.0,1.0,0.732,28.0,28.0,27.328,860.0,940.0,856.42,1350.0,1350.0,1182.25,1000.0,4750.0,1488.5,10.0,19.0,10.14,100.0,100.0,100,4700.0,4700.0,4700,0.0,4250.0,578,1.0,1.0,0.611,,,,0.0,200.0,53,200.0,200.0,180.8,,,,100.0,100.0,99.45,28.0,28.0,27.412,,,,5000.0,5000.0,5000,2.0,2.0,1.989,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,8.0,10.0,8.522,0.0,1.0,0.092,0.0,1.0,0.249,0.0,0.0,0.048,0.0,0.0,0.2,3000.0,3000.0,2592,1500.0,1500.0,1297.5,0.0,3.0,0.795,0.0,1.0,0.301,0.0,1.0,0.265,0.0,1.0,0.299,,,,,,,0.0,20.0,1.02,0.0,0.0,75,0.0,0.0,0.003,0.0,0.0,0.021
69,0.0,0.0,0,0.0,2.0,0.458,0.0,1.0,0.087,1.0,2.0,0.83,0.0,1.0,0.342,0.0,2.0,0.638,0.0,1.0,0.216,1.0,3.0,1.304,1.0,2.0,0.837,4.0,12.0,5.672,5000.0,6000.0,5228,0.0,1.0,0.101,40.0,40.0,35.96,0.0,1.0,0.276,28.0,28.0,27.355,900.0,980.0,892.38,50.0,550.0,145.75,950.0,4700.0,1430.9,10.0,19.0,10.057,100.0,100.0,100,4700.0,4700.0,4700,0.0,0.0,119,1.0,1.0,0.589,,,,0.0,200.0,55.8,0.0,0.0,0,,,,100.0,100.0,98.4,28.0,28.0,27.424,,,,5000.0,5000.0,5000,2.0,2.0,1.968,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,10.0,10.0,9.424,0.0,1.0,0.107,0.0,1.0,0.243,0.0,1.0,0.061,,,,6000.0,6000.0,5394,0.0,1500.0,223.5,0.0,3.0,0.162,0.0,0.0,0.043,0.0,1.0,0.054,0.0,1.0,0.052,,,,,,,0.0,0.0,0.26,0.0,0.0,15,0.0,0.0,0.001,0.0,0.0,0.015
70,0.0,0.0,0,0.0,2.0,0.416,0.0,1.0,0.073,1.0,2.0,0.767,0.0,1.0,0.293,0.0,2.0,0.551,0.0,1.0,0.195,1.0,3.0,1.197,1.0,2.0,0.78,9.0,17.0,9.867,5000.0,6000.0,5449.5,0.0,1.0,0.127,0.0,0.0,0,1.0,1.0,0.723,28.0,28.0,27.376,900.0,980.0,892.48,250.0,750.0,340.75,1150.0,4700.0,1460.7,10.0,19.0,9.909,100.0,100.0,100,4700.0,4700.0,4700,0.0,0.0,119,1.0,1.0,0.608,,,,0.0,200.0,48.8,350.0,350.0,305.55,,,,100.0,100.0,99.55,28.0,28.0,27.604,,,,5000.0,5000.0,5000,2.0,2.0,1.991,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,8.0,10.0,8.544,0.0,1.0,0.097,0.0,1.0,0.25,0.0,0.0,0.045,0.0,0.0,0.1,3000.0,3000.0,2916,1500.0,1500.0,1470,0.0,3.0,0.987,0.0,1.0,0.344,0.0,1.0,0.329,0.0,1.0,0.307,,,,50.0,50.0,43.65,50.0,70.0,44.85,0.0,0.0,225,0.0,0.0,0.007,0.0,0.0,0.065
71,0.0,0.0,0,0.0,2.0,0.476,0.0,1.0,0.074,1.0,2.0,0.864,0.0,2.0,0.337,1.0,2.0,0.663,0.0,1.0,0.214,1.0,3.0,1.29,1.0,2.0,0.803,4.0,12.0,5.811,5000.0,6000.0,5447,0.0,1.0,0.103,0.0,0.0,0,0.0,1.0,0.278,28.0,28.0,27.431,900.0,980.0,892.58,450.0,1200.0,535.75,1200.0,4602.499999999998,1435.65,10.0,19.0,9.948,100.0,100.0,100,4700.0,4700.0,4700,0.0,4250.0,297.5,1.0,1.0,0.596,,,,0.0,200.0,55.1,100.0,100.0,89.7,,,,100.0,100.0,99.85,28.0,28.0,27.66,,,,5000.0,5000.0,5000,2.0,2.0,1.997,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,10.0,10.0,9.442,0.0,1.0,0.103,0.0,1.0,0.254,0.0,0.0,0.047,0.0,0.0,0.1,3000.0,3000.0,2790,1500.0,1500.0,1417.5,0.0,3.0,0.954,0.0,1.0,0.315,0.0,1.0,0.318,0.0,1.0,0.312,,,,,,,0.0,20.0,1.02,0.0,0.0,70,0.0,0.0,0.015,0.0,0.0,0.105
72,0.0,0.0,0,0.0,2.0,0.437,0.0,1.0,0.075,1.0,2.0,0.729,0.0,1.0,0.315,0.0,2.0,0.55,0.0,1.0,0.216,1.0,3.0,1.175,1.0,2.0,0.77,4.0,12.0,5.374,5000.0,6000.0,5247.5,0.0,1.0,0.084,20.0,20.0,18.32,1.0,1.0,0.709,28.0,28.0,27.495,920.0,1000.0,911,650.0,1150.0,681,1150.0,4550.0,1385.5,10.0,19.0,10.189,100.0,100.0,100,4700.0,4700.0,4700,0.0,4250.0,369.75,1.0,1.0,0.606,,,,0.0,200.0,53.1,0.0,0.0,0,,,,100.0,100.0,98.25,28.0,28.0,27.664,,,,5000.0,5000.0,5000,2.0,2.0,1.965,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,8.0,10.0,8.534,0.0,1.0,0.106,0.0,1.0,0.246,0.0,0.0,0.042,0.0,0.0,0.1,3000.0,3000.0,2742,1500.0,1500.0,1443,0.0,3.0,0.996,0.0,1.0,0.292,0.0,1.0,0.332,0.0,1.0,0.338,,,,,,,0.0,0.0,0.98,0.0,0.0,5,0.0,0.0,0.023,0.0,0.0,0.225
73,0.0,0.0,0,0.0,2.0,0.446,0.0,1.0,0.084,1.0,2.0,0.837,0.0,1.0,0.331,1.0,2.0,0.656,0.0,1.0,0.209,1.0,3.0,1.293,1.0,2.0,0.844,5.0,13.0,5.991,5500.0,6000.0,5506,0.0,1.0,0.096,0.0,0.0,0,0.0,1.0,0.292,28.0,28.0,27.546,920.0,1000.0,911.15,850.0,1350.0,876.5,1200.0,4550.0,1440.95,10.0,19.0,10.096,100.0,100.0,100,4700.0,4700.0,4700,0.0,4250.0,331.5,1.0,1.0,0.584,,,,0.0,200.0,54,150.0,150.0,135.6,,,,100.0,100.0,99.15,28.0,28.0,27.692,,,,5000.0,5000.0,5000,2.0,2.0,1.983,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,10.0,10.0,9.4,0.0,1.0,0.113,0.0,1.0,0.258,0.0,0.0,0.045,0.0,0.0,0.15,3000.0,3000.0,2766,1500.0,1500.0,1407,0.0,3.0,0.936,0.0,1.0,0.316,0.0,1.0,0.312,0.0,1.0,0.31,,,,,,,0.0,20.0,1.29,0.0,0.0,35,0.0,0.0,0.027,0.0,0.0,0.261
74,0.0,0.0,0,0.0,1.0,0.416,0.0,1.0,0.067,1.0,2.0,0.795,0.0,1.0,0.32,0.0,2.0,0.566,0.0,1.0,0.175,1.0,3.0,1.179,1.0,2.0,0.757,4.0,12.0,5.555,5000.0,6000.0,5267.5,0.0,1.0,0.098,30.0,30.0,27.06,1.0,1.0,0.709,28.0,28.0,27.568,940.0,1030.0,938.21,1050.0,1050.0,952.5,1150.0,4452.499999999997,1387.1,10.0,19.0,9.79,100.0,100.0,100,4700.0,4700.0,4700,0.0,4250.0,365.5,1.0,1.0,0.599,,,,0.0,200.0,49.5,0.0,0.0,0,,,,100.0,100.0,98.35,28.0,28.0,27.696,,,,5000.0,5000.0,5000,2.0,2.0,1.967,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,8.0,10.0,8.55,0.0,1.0,0.102,0.0,1.0,0.25,0.0,0.0,0.049,,,,3000.0,6000.0,2979,1500.0,1500.0,1279.5,0.0,3.0,0.858,0.0,1.0,0.284,0.0,1.0,0.286,0.0,1.0,0.283,,,,,,,0.0,20.0,1.74,0.0,0.0,5,0.0,0.0,0.064,0.0,0.0,0.576
75,0.0,0.0,0,0.0,2.0,0.458,0.0,1.0,0.091,1.0,2.0,0.827,0.0,1.0,0.344,0.0,2.0,0.646,0.0,1.0,0.207,1.0,3.0,1.252,1.0,2.0,0.882,5.0,13.0,6.161,5000.0,6000.0,5493,0.0,1.0,0.095,0.0,0.0,0,0.0,1.0,0.292,28.0,28.0,27.563,940.0,1030.0,938.26,1250.0,1250.0,1118.5,1250.0,4452.499999999997,1473.35,9.0,19.0,9.572,100.0,100.0,100,4700.0,4700.0,4700,0.0,4250.0,263.5,1.0,1.0,0.599,,,,0.0,200.0,55.1,200.0,200.0,181,,,,100.0,100.0,99.85,28.0,28.0,27.736,,,,5000.0,5000.0,5000,2.0,2.0,1.997,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,10.0,10.0,9.414,0.0,1.0,0.085,0.0,1.0,0.262,0.0,1.0,0.054,0.0,0.0,0.05,3000.0,3000.0,2823,1500.0,1500.0,1447.5,0.0,3.0,0.969,0.0,1.0,0.319,0.0,1.0,0.323,0.0,1.0,0.323,,,,,,,0.0,20.0,1.88,0.0,0.0,50,0.0,0.0,0.067,0.0,0.0,0.693
76,0.0,0.0,0,0.0,2.0,0.431,0.0,1.0,0.083,1.0,2.0,0.781,0.0,1.0,0.306,0.0,2.0,0.574,0.0,1.0,0.21,1.0,3.0,1.138,1.0,2.0,0.762,4.0,13.0,5.787,5000.0,6000.0,5512.5,0.0,1.0,0.089,40.0,40.0,36.44,1.0,1.0,0.705,28.0,28.0,27.531,980.0,1060.0,974.8,1450.0,1450.0,1310,1200.0,4352.499999999998,1420.8,8.5,19.0,9.541,100.0,100.0,100,4700.0,4700.0,4700,0.0,4250.0,289,1.0,1.0,0.605,,,,0.0,200.0,51.6,0.0,0.0,0,,,,100.0,100.0,99.15,28.0,28.0,27.74,,,,5000.0,5000.0,5000,2.0,2.0,1.983,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,8.0,10.0,8.57,0.0,1.0,0.089,0.0,1.0,0.267,0.0,0.0,0.039,0.0,0.0,0.1,3000.0,3000.0,2796,1500.0,1500.0,1423.5,0.0,3.0,1.035,0.0,1.0,0.303,0.0,1.0,0.345,0.0,1.0,0.301,,,,,,,0.0,20.0,2.07,0.0,0.0,5,0.0,0.0,0.1,0.0,0.0,1.004
77,0.0,0.0,0,0.0,2.0,0.456,0.0,1.0,0.062,1.0,2.0,0.845,0.0,1.0,0.319,0.0,2.0,0.629,0.0,1.0,0.219,1.0,3.0,1.305,1.0,2.0,0.867,9.0,17.0,10.269,5000.0,6000.0,5376.5,0.0,1.0,0.101,0.0,0.0,0,0.0,1.0,0.296,28.0,28.0,27.484,980.0,1060.0,975,150.0,900.0,247,1450.0,3150.0,1559.5,9.0,19.0,9.888,100.0,100.0,100,4700.0,4700.0,4700,0.0,4250.0,382.5,1.0,1.0,0.583,,,,0.0,200.0,53.8,350.0,350.0,314.65,,,,100.0,100.0,99.75,28.0,28.0,27.844,,,,5000.0,5000.0,5000,2.0,2.0,1.995,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,10.0,10.0,9.404,0.0,1.0,0.102,0.0,1.0,0.262,0.0,1.0,0.053,0.0,0.0,0.2,6000.0,6000.0,5205,0.0,1500.0,175.5,0.0,0.0,0.114,0.0,0.0,0.038,0.0,0.0,0.038,0.0,0.0,0.041,,,,50.0,50.0,44.95,50.0,50.0,46.02,0.0,0.0,130,0.0,1.0,0.137,0.0,7.0,1.303
78,0.0,0.0,0,0.0,2.0,0.425,0.0,1.0,0.075,1.0,2.0,0.731,0.0,1.0,0.311,0.0,2.0,0.595,0.0,1.0,0.208,1.0,3.0,1.187,1.0,2.0,0.759,4.0,13.049999999999955,5.987,6000.0,7500.0,5653,0.0,1.0,0.092,0.0,0.0,0,1.0,1.0,0.704,28.0,28.0,27.313,980.0,1060.0,975.15,350.0,1100.0,456.75,1500.0,3102.4999999999977,1582.7,10.0,19.0,10.196,100.0,100.0,100,4700.0,4700.0,4700,0.0,4250.0,599.25,1.0,1.0,0.582,,,,0.0,200.0,51.9,100.0,100.0,90.8,,,,100.0,100.0,99.5,28.0,28.0,27.86,,,,5000.0,5000.0,5000,2.0,2.0,1.99,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,8.0,10.0,8.582,0.0,1.0,0.1,0.0,1.0,0.264,0.0,1.0,0.054,0.0,0.0,0.15,3000.0,3000.0,2580,1500.0,1500.0,1311,0.0,3.0,0.852,0.0,1.0,0.288,0.0,1.0,0.284,0.0,1.0,0.302,,,,,,,0.0,20.0,3.6,0.0,0.0,20,0.0,3.0,0.312,0.0,29.0,3.056
79,0.0,0.0,0,0.0,2.0,0.436,0.0,1.0,0.092,1.0,2.0,0.862,0.0,1.0,0.351,0.0,2.0,0.648,0.0,1.0,0.199,1.0,3.0,1.243,1.0,2.0,0.864,5.0,14.0,6.27,5000.0,7500.0,5487.5,0.0,1.0,0.101,20.0,20.0,17.98,0.0,1.0,0.299,28.0,28.0,27.33,1000.0,1080.0,993.43,550.0,1300.0,622.5,1450.0,3050.0,1533.45,9.0,19.0,9.983,100.0,100.0,100,4700.0,4700.0,4700,0.0,4250.0,871.25,1.0,1.0,0.627,,,,0.0,200.0,55,0.0,0.0,0,,,,100.0,100.0,99.25,28.0,28.0,27.864,,,,5000.0,5000.0,5000,2.0,2.0,1.985,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,10.0,10.0,9.39,0.0,1.0,0.098,0.0,1.0,0.232,0.0,0.0,0.043,0.0,0.0,0.3,3000.0,3000.0,2427,1500.0,1500.0,1236,0.0,3.0,0.849,0.0,1.0,0.269,0.0,1.0,0.283,0.0,1.0,0.272,,,,,,,0.0,20.0,2.93,0.0,0.0,5,0.0,2.0,0.188,0.0,14.049999999999955,1.868
80,0.0,0.0,0,0.0,2.0,0.443,0.0,1.0,0.077,1.0,2.0,0.756,0.0,1.0,0.297,0.0,2.0,0.57,0.0,1.0,0.193,1.0,3.0,1.158,1.0,2.0,0.803,4.0,13.0,5.84,6000.0,7500.0,5718.5,0.0,1.0,0.094,0.0,0.0,0,1.0,1.0,0.701,28.0,28.0,27.365,1000.0,1080.0,993.93,750.0,1250.0,737.75,1500.0,3100.0,1603.55,9.0,19.0,9.612,100.0,100.0,100,4700.0,4700.0,4700,0.0,4250.0,956.25,1.0,1.0,0.609,,,,0.0,200.0,49,150.0,150.0,135.9,,,,100.0,100.0,99.8,28.0,28.0,27.876,,,,5000.0,5000.0,5000,2.0,2.0,1.996,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,8.0,10.0,8.594,0.0,1.0,0.096,0.0,1.0,0.241,0.0,1.0,0.054,0.0,0.0,0.5,3000.0,3000.0,2421,1500.0,1500.0,1207.5,0.0,3.0,0.759,0.0,1.0,0.282,0.0,1.0,0.253,0.0,1.0,0.27,,,,,,,0.0,20.0,2.98,0.0,0.0,15,0.0,2.0,0.19,0.0,14.049999999999955,1.85
81,0.0,0.0,0,0.0,2.0,0.467,0.0,1.0,0.078,1.0,3.0,0.875,0.0,1.0,0.348,1.0,2.0,0.681,0.0,1.0,0.215,1.0,3.0,1.203,1.0,2.0,0.823,5.0,13.0,6.254,6000.0,7500.0,5761.5,0.0,1.0,0.098,30.0,30.0,27.06,0.0,1.0,0.305,28.0,28.0,27.368,1030.0,1110.0,1021.19,950.0,1450.0,894,1500.0,3052.4999999999977,1560.65,9.0,19.0,9.596,100.0,100.0,100,4700.0,4700.0,4700,0.0,4250.0,1041.25,1.0,1.0,0.612,,,,0.0,200.0,56.3,0.0,0.0,0,,,,100.0,100.0,99.2,28.0,28.0,27.876,,,,5000.0,5000.0,5000,2.0,2.0,1.984,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,10.0,10.0,9.38,0.0,1.0,0.089,0.0,1.0,0.253,0.0,0.0,0.046,0.0,0.0,0.2,3000.0,3000.0,2265,1500.0,1500.0,1237.5,0.0,3.0,0.84,0.0,1.0,0.271,0.0,1.0,0.28,0.0,1.0,0.274,,,,,,,0.0,20.0,3.27,,,,0.0,2.0,0.242,0.0,22.0,2.414
82,0.0,0.0,0,0.0,2.0,0.433,0.0,1.0,0.092,1.0,2.0,0.782,0.0,1.0,0.311,0.0,2.0,0.583,0.0,1.0,0.201,1.0,3.0,1.126,1.0,2.0,0.777,4.0,14.0,6.121,5000.0,7500.0,5611,0.0,1.0,0.095,0.0,0.0,0,1.0,1.0,0.695,28.0,28.0,27.365,1030.0,1110.0,1021.29,1150.0,1400.0,925,1600.0,3150.0,1662.85,9.0,19.0,9.401,100.0,100.0,100,4700.0,4700.0,4700,0.0,4250.0,1003,1.0,1.0,0.588,,,,0.0,200.0,51.2,200.0,200.0,181,,,,100.0,100.0,100,28.0,28.0,27.9,,,,5000.0,5000.0,5000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,8.0,10.0,8.61,0.0,1.0,0.105,0.0,1.0,0.264,0.0,0.0,0.043,0.0,0.0,0.1,3000.0,3000.0,2430,1500.0,1500.0,1236,0.0,3.0,0.81,0.0,1.0,0.284,0.0,1.0,0.27,0.0,1.0,0.27,,,,,,,0.0,20.0,3.27,0.0,0.0,30,0.0,2.0,0.239,0.0,21.0,2.265
83,0.0,0.0,0,0.0,2.0,0.469,0.0,1.0,0.078,1.0,2.0,0.869,0.0,1.0,0.346,0.0,2.0,0.583,0.0,1.0,0.226,1.0,3.0,1.246,1.0,2.0,0.874,5.0,13.0,6.164,6000.0,7500.0,5805,0.0,1.0,0.111,40.0,40.0,35.56,0.0,1.0,0.307,28.0,28.0,27.347,1060.0,1150.0,1056.95,1350.0,1350.0,956.75,1550.0,3100.0,1620.35,9.0,19.0,9.47,100.0,100.0,100,4700.0,4700.0,4700,0.0,4250.0,1015.75,1.0,1.0,0.613,,,,0.0,200.0,57.2,0.0,0.0,0,,,,100.0,100.0,99.7,28.0,28.0,27.9,,,,5000.0,5000.0,5000,2.0,2.0,1.994,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,10.0,10.0,9.382,0.0,1.0,0.1,0.0,1.0,0.234,0.0,1.0,0.053,0.0,0.0,0.1,3000.0,3000.0,2334,1500.0,1500.0,1318.5,0.0,3.0,0.9,0.0,1.0,0.276,0.0,1.0,0.3,0.0,1.0,0.303,,,,,,,0.0,20.0,3.39,,,,0.0,2.0,0.257,0.0,22.0,2.559
84,0.0,0.0,0,0.0,1.0,0.423,0.0,1.0,0.1,1.0,2.0,0.739,0.0,1.0,0.287,0.0,2.0,0.582,0.0,1.0,0.193,1.0,3.0,1.177,1.0,2.0,0.805,9.0,18.0,10.673,5000.0,7500.0,5767,0.0,1.0,0.092,0.0,0.0,0,1.0,1.0,0.692,28.0,28.0,27.314,1060.0,1150.0,1057.25,300.0,1300.0,446.5,1800.0,3250.0,1826.3,9.0,19.0,9.947,100.0,100.0,100,4700.0,4700.0,4700,0.0,4250.0,1058.25,1.0,1.0,0.595,,,,0.0,200.0,48,350.0,350.0,317.8,,,,100.0,100.0,99.85,28.0,28.0,27.948,,,,5000.0,5000.0,5000,2.0,2.0,1.997,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,8.0,10.0,8.612,0.0,1.0,0.105,0.0,1.0,0.252,0.0,0.0,0.048,0.0,0.0,0.3,3000.0,6000.0,3546,0.0,1500.0,606,0.0,3.0,0.435,0.0,1.0,0.116,0.0,1.0,0.145,0.0,1.0,0.143,,,,50.0,50.0,45.4,50.0,70.0,48.14,0.0,0.0,60,0.0,2.0,0.282,0.0,22.0,2.782
85,0.0,0.0,0,0.0,2.0,0.446,0.0,1.0,0.081,1.0,2.0,0.879,0.0,1.0,0.326,1.0,2.0,0.636,0.0,1.0,0.185,1.0,3.0,1.271,1.0,2.0,0.867,5.0,14.0,6.557,6000.0,7500.0,6008,0.0,1.0,0.087,0.0,0.0,0,0.0,1.0,0.308,28.0,28.0,27.171,1060.0,1150.0,1057.5,500.0,1250.0,618.25,1850.0,3350.0,1863.8,9.0,19.0,9.81,100.0,100.0,100,4700.0,4700.0,4700,0.0,4250.0,1126.25,1.0,1.0,0.59,,,,0.0,200.0,51.1,100.0,100.0,91.3,,,,100.0,100.0,99.9,28.0,28.0,27.952,,,,5000.0,5000.0,5000,2.0,2.0,1.998,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,10.0,10.0,9.382,0.0,1.0,0.111,0.0,1.0,0.237,0.0,1.0,0.062,0.0,0.0,0.25,3000.0,6000.0,2358,1500.0,1500.0,1044,0.0,3.0,0.735,0.0,1.0,0.225,0.0,1.0,0.245,0.0,1.0,0.226,,,,,,,0.0,20.0,4.92,0.0,0.0,5,0.0,3.0,0.408,0.0,36.0,4.048
86,0.0,0.0,0,0.0,2.0,0.43,0.0,1.0,0.091,1.0,2.0,0.73,0.0,1.0,0.343,0.0,2.0,0.568,0.0,1.0,0.169,1.0,3.0,1.107,1.0,2.0,0.867,4.0,14.0,6.056,6000.0,7500.0,6027,0.0,1.0,0.106,20.0,20.0,17.88,1.0,1.0,0.691,28.0,28.0,27.272,1080.0,1170.0,1075.78,950.0,1450.0,879.5,1800.0,3300.0,1815.35,9.0,19.0,9.477,100.0,100.0,100,4700.0,4700.0,4700,0.0,4250.0,1347.25,1.0,1.0,0.583,,,,0.0,200.0,51.2,0.0,0.0,0,,,,100.0,100.0,99.65,28.0,28.0,27.952,,,,5000.0,5000.0,5000,2.0,2.0,1.993,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,8.0,10.0,8.61,0.0,1.0,0.116,0.0,1.0,0.246,0.0,1.0,0.055,0.0,0.0,0.4,3000.0,3000.0,2049,1500.0,1500.0,1042.5,0.0,3.0,0.711,0.0,1.0,0.243,0.0,1.0,0.237,0.0,1.0,0.215,,,,,,,0.0,20.0,3.18,,,,0.0,2.0,0.216,0.0,21.0,2.136
87,0.0,0.0,0,0.0,2.0,0.457,0.0,1.0,0.082,1.0,2.0,0.82,0.0,1.0,0.345,1.0,2.0,0.664,0.0,1.0,0.228,1.0,3.0,1.254,1.0,2.0,0.839,5.0,13.0,6.085,6000.0,7500.0,6071.5,0.0,1.0,0.102,0.0,0.0,0,0.0,1.0,0.309,28.0,28.0,27.411,1080.0,1170.0,1076.43,900.0,1400.0,831.75,1900.0,3350.0,1897.55,9.0,19.0,9.295,100.0,100.0,100,4700.0,4700.0,4700,0.0,4250.0,1270.75,1.0,1.0,0.605,,,,0.0,200.0,57.3,150.0,150.0,134.7,,,,100.0,100.0,99.8,28.0,28.0,27.96,,,,5000.0,5000.0,5000,2.0,2.0,1.996,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,10.0,10.0,9.378,0.0,1.0,0.101,0.0,1.0,0.249,0.0,0.0,0.045,0.0,0.0,0.65,3000.0,6000.0,2556,1500.0,1500.0,921,0.0,3.0,0.576,0.0,1.0,0.196,0.0,1.0,0.192,0.0,1.0,0.226,,,,,,,0.0,20.0,2.31,0.0,0.0,10,0.0,1.0,0.16,0.0,14.0,1.552
88,0.0,0.0,0,0.0,1.0,0.396,0.0,1.0,0.082,1.0,2.0,0.822,0.0,1.0,0.327,0.0,2.0,0.603,0.0,1.0,0.217,1.0,3.0,1.06,1.0,2.0,0.798,4.0,12.049999999999955,5.781,6000.0,7500.0,6106.5,0.0,1.0,0.103,30.0,30.0,26.91,1.0,1.0,0.689,28.0,28.0,27.499,1110.0,1200.0,1103.74,350.0,1350.0,597.25,1850.0,3300.0,1847.45,9.0,19.0,9.371,100.0,100.0,100,4700.0,4700.0,4700,0.0,4250.0,1156,1.0,1.0,0.615,,,,0.0,200.0,54.4,0.0,0.0,0,,,,100.0,100.0,99.5,28.0,28.0,27.964,,,,5000.0,5000.0,5000,2.0,2.0,1.99,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,8.0,10.0,8.61,0.0,1.0,0.087,0.0,1.0,0.248,0.0,0.049999999999954525,0.05,0.0,0.0,0.4,3000.0,6000.0,2769,1500.0,1500.0,1009.5,0.0,3.0,0.696,0.0,1.0,0.228,0.0,1.0,0.232,0.0,1.0,0.213,,,,,,,0.0,20.0,2.47,0.0,0.0,5,0.0,2.0,0.184,0.0,15.0,1.85
89,0.0,0.0,0,0.0,2.0,0.435,0.0,1.0,0.077,1.0,2.0,0.85,0.0,1.0,0.351,1.0,2.0,0.681,0.0,1.0,0.191,1.0,3.0,1.219,1.0,2.0,0.884,4.0,12.0,5.792,6000.0,7500.0,6097,0.0,1.0,0.1,0.0,0.0,0,0.0,1.0,0.311,28.0,28.0,27.62,1110.0,1200.0,1103.94,550.0,1300.0,541,1950.0,3450.0,1976.75,9.0,18.0,9.466,100.0,100.0,100,4700.0,4700.0,4700,0.0,4250.0,973.25,1.0,1.0,0.642,,,,0.0,200.0,54.2,200.0,200.0,180,,,,100.0,100.0,99.9,28.0,28.0,27.968,,,,5000.0,5000.0,5000,2.0,2.0,1.998,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,10.0,10.0,9.376,0.0,1.0,0.12,0.0,1.0,0.208,0.0,0.0,0.03,0.0,0.0,0.2,3000.0,6000.0,2649,1500.0,1500.0,1134,0.0,3.0,0.822,0.0,1.0,0.253,0.0,1.0,0.274,0.0,1.0,0.229,,,,,,,0.0,20.0,1.79,0.0,0.0,5,0.0,1.0,0.108,0.0,7.0,1.063
90,0.0,0.0,0,0.0,2.0,0.443,0.0,1.0,0.07,1.0,2.0,0.731,0.0,1.0,0.317,0.0,2.0,0.585,0.0,1.0,0.225,1.0,3.0,1.171,1.0,2.0,0.766,4.0,12.0,5.593,6000.0,7500.0,6162,0.0,1.0,0.097,40.0,40.0,36.12,1.0,1.0,0.689,28.0,28.0,27.7,1150.0,1240.0,1140.16,500.0,1250.0,610.75,1900.0,3402.4999999999977,1926.25,9.0,18.0,9.62,100.0,100.0,100,4700.0,4700.0,4700,0.0,4250.0,743.75,1.0,1.0,0.596,,,,0.0,200.0,54.2,0.0,0.0,0,,,,100.0,100.0,99.7,28.0,28.0,27.972,,,,5000.0,5000.0,5000,2.0,2.0,1.994,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,8.0,10.0,8.616,0.0,1.0,0.088,0.0,1.0,0.262,0.0,1.0,0.054,0.0,0.0,0.1,3000.0,3000.0,2565,1500.0,1500.0,1321.5,0.0,3.0,0.906,0.0,1.0,0.269,0.0,1.0,0.302,0.0,1.0,0.31,,,,,,,0.0,20.0,1.69,0.0,0.0,5,0.0,0.0,0.095,0.0,0.0,0.938
